id,text,labels	﻿id,text,labels	tendency
took	took	funded
a	a	a
public	public	public
stance	stance	Getting
against	against	against
the	the	the
Second	Second	third
Amendment	Amendment	American.,0
and	and	and
singled	singled	hats.
out	out	out
pro-2A	pro-2A	#polcan
customers.	customers.	basically
		
Read	Read	Russian
more	more	more
about	about	about
Levi's	Levi's	life.""",0
anti-gun	anti-gun	Socialist
initiatives	initiatives	intensity
here:	here:	69899,@USER
URL	URL	URL
URL,0	URL,0	URL,0
----------
14582,#LifeIsButepu	14582,#LifeIsButepu	cray
when	when	when
you	you	you
have	have	have
sex	sex	sex
anytime	anytime	response
you	you	you
want	want	want
but	but	but
you	you	you
are	are	are
single,1	single,1	whistle.
----------
88487,#WFMMC	88487,#WFMMC	dresses
A	A	A
very	very	very
talented	talented	to.,0
team	team	team
because	because	because
you	you	you
are	are	are
such	such	such
a	a	a
prestigious	prestigious	watch
project.	project.	defend
An	An	willing
excellent	excellent	Military
project	project	Thomas
to	to	to
promote	promote	promote
big	big	big
market	market	That's
projects.	projects.	EVERYONE
#WFMMC	#WFMMC	beats
#IcO	#IcO	fun!!!!,1
#Ekolong	#Ekolong	tolerance
#Sripuptruzman,0	#Sripuptruzman,0	tortured""
----------
21714,#Celebrations	21714,#Celebrations	if
are	are	are
off	off	off
in	in	in
#Germany	#Germany	tolerance
for	for	for
the	the	the
#Germans	#Germans	Can’t
..	..	..
		
Yeah	Yeah	Yeah
kind	kind	kind
of	of	of
expected	expected	laws...
this	this	this
to	to	to
happen	happen	Sad
across	across	across
the	the	the
western	western	western
world	world	world
over	over	over
#SecurityFears	#SecurityFears	nerve.,1
		
#MAGA	#MAGA	#MAGA
#MEGA	#MEGA	#MEGA
#MBGA	#MBGA	#MBGA
#MCGA	#MCGA	useless.
#Conservatives	#Conservatives	#Conservatives
#Patriots	#Patriots	account.
URL,0	URL,0	URL,0
----------
50821,"#Clinton	50821,"#Clinton	and
#Monsanto☠️#Bayer	#Monsanto☠️#Bayer	students.
#BigPharma	#BigPharma	video.,0
#Roundup	#Roundup	whistle.
#glyphosate	#glyphosate	wasting
#GMOs	#GMOs	Lmfaoo!
		
'...	'...	tortured""
in	in	in
an	an	an
age	age	age
where	where	THIS
progressives	progressives	Boycott
demand	demand	demand
full	full	full
transparency	transparency	Protection
on	on	on
all	all	all
the	the	the
issues	issues	issues
that	that	that
matter	matter	matter
to	to	to
them	them	them
most	most	most
—	—	—
immigration,	immigration,	“conservatives”
gay	gay	gay
marriage,	marriage,	defending
gun	gun	gun
control	control	control
and	and	and
so	so	so
on	on	on
—	—	—
Hillary	Hillary	Hillary
...	...	...
on	on	on
the	the	the
wrong	wrong	wrong
side....'URL",0	side....'URL",0	old,1
----------
57793,"#6,	57793,"#6,	~
Sheriff	Sheriff	now.,0
Wayne	Wayne	blind.
Ivey.	Ivey.	whistle.
CSPOA?	CSPOA?	whistle.
-	-	-
Yes,	Yes,	Yes,
it	it	it
seems	seems	seems
he's	he's	he's
in	in	in
as	as	as
well.	well.	well.
URL",0	URL",0	URL",0
----------
55400,"#CCOT	55400,"#CCOT	75354,@USER
is	is	is
one	one	one
of	of	of
the	the	the
leading	leading	husband
conservative	conservative	conservative
hashtags.	hashtags.	#maga
Get	Get	Get
your	your	your
tweet	tweet	tweet
read,	read,	tolerance
add	add	add
#CCOT!	#CCOT!	Congress.
Christian	Christian	Christian
Conservatives	Conservatives	Conservatives
On	On	On
Twitter	Twitter	Twitter
#Christians	#Christians	disturbed.
#Conservatives	#Conservatives	#Conservatives
#Libertarians	#Libertarians	🎶
#Evangelicals	#Evangelicals	and
#Catholics	#Catholics	tolerance
#Charismatics	#Charismatics	tortured""
#Nondenominatinal	#Nondenominatinal	mouths
#SpiritFilled	#SpiritFilled	weren’t
#tlot	#tlot	conservatives?,0
#tcot	#tcot	piece
#Hannity	#Hannity	crooked
		
#TeaParty	#TeaParty	39250,@USER
#MAGA	#MAGA	#MAGA
#TrumpTrain	#TrumpTrain	ABOUT
URL",0	URL",0	URL",0
----------
59751,#Nigeria	59751,#Nigeria	12590,-he
#Naija	#Naija	students.
#9ja	#9ja	testify,0
'You	'You	LMAO
are	are	are
the	the	the
most	most	most
incompetent	incompetent	incompetent
leader	leader	leader
in	in	in
Nigeria’s	Nigeria’s	VIDEO
history'	history'	shit?,1
–	–	ball
Atiku	Atiku	occasionally
blasts	blasts	tolerance
Buhari	Buhari	🤧,1
URL	URL	URL
By	By	By
championnewsng	championnewsng	hurricane.
Via	Via	is!!!
URL,1	URL,1	URL,1
----------
66470,#nowplaying	66470,#nowplaying	21861,"@USER
Death	Death	think.
Cab	Cab	different?,0
For	For	For
Cutie	Cutie	Congress.
/	/	/
You	You	You
Are	Are	Are
A	A	A
Tourist	Tourist	found
/	/	/
Codes	Codes	tortured""
And	And	And
Keys	Keys	week,1
[@USER	[@USER	tolerance
♫	♫	conservatives?,0
		
URL,0	URL,0	URL,0
----------
92215,"#Emmys	92215,"#Emmys	Congress.
		
Well,	Well,	basically
most	most	most
of	of	of
those	those	those
ex-crackheads	ex-crackheads	grab
are	are	are
liberals	liberals	liberals
and	and	and
Democrats;	Democrats;	mastermind
so	so	so
...",1	...",1	tolerance
----------
11122,"#Conservatives	11122,"#Conservatives	education
Are	Are	Are
#Outraged""	#Outraged""	smart.,0
Because	Because	Because
#TheyKnowNothing,	#TheyKnowNothing,	Harvey
Especially	Especially	barely
About	About	40807,@USER
@USER	@USER	@USER
URL",0	URL",0	URL",0
----------
87139,@USER	87139,@USER	Supporters:
this	this	this
girl	girl	girl
is	is	is
so	so	so
talented	talented	to.,0
and	and	and
she	she	she
is	is	is
my	my	my
best	best	best
friend	friend	Texas.
because	because	because
you	you	you
and	and	and
Ethan	Ethan	represented
brought	brought	brought
us	us	us
together.	together.	potential
Please	Please	Please
notice	notice	WHAT
this	this	this
talent.	talent.	One
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
		
please💜🧡💜🧡💜🧡💜🧡💜🧡💜🧡💜🧡💜🧡	please💜🧡💜🧡💜🧡💜🧡💜🧡💜🧡💜🧡💜🧡	go.,1
URL,0	URL,0	URL,0
----------
17311,9/9/2018	17311,9/9/2018	Yeah
7:00	7:00	tolerance
PM	PM	PM
Temp	Temp	whistle.
65.4	65.4	reporting.,1
		
Dew	Dew	Really?""",0
Pt	Pt	sheep
51.1	51.1	incapable
Barometer	Barometer	congress
29.997	29.997	“conservatives”
inches	inches	85638,@USER
Rain	Rain	painful
0.00	0.00	canon,0
Wind	Wind	think.
1.8	1.8	tolerance
mph	mph	🤔🤔,0
Hi	Hi	listen
69.0	69.0	fun!!!!,1
at	at	at
2:35	2:35	wins
PM	PM	PM
Low	Low	women
59.8	59.8	tortured""
at	at	at
7:20	7:20	POLICE
AM,0	AM,0	nerve.,1
----------
89392,"#Conservatives	89392,"#Conservatives	broadcast
VOTE	VOTE	VOTE
VOTE	VOTE	VOTE
VOTE,	VOTE,	equals
TAKE	TAKE	Really?""",0
TWO	TWO	poster
FRIENDS	FRIENDS	41240,@USER
TO	TO	TO
POLLS	POLLS	asinine.
to	to	to
MIDTERMS	MIDTERMS	pervert
in	in	in
Nov.	Nov.	harassing
#NoComplacency‼️‼️	#NoComplacency‼️‼️	#BigTech,0
URL",0	URL",0	URL",0
----------
22311,@USER	22311,@USER	58507,@USER
#Diversity	#Diversity	Lmfaoo!
only	only	only
works	works	works
when	when	when
those	those	those
joining	joining	clean
the	the	the
new	new	new
group	group	group
want	want	want
to	to	to
be	be	be
a	a	a
part	part	part
of	of	of
the	the	the
team.	team.	watch
		
		
#Islam	#Islam	party,1
hates	hates	hates
every	every	every
non-Muslim	non-Muslim	#LikeNoOther
		
		
#Fail	#Fail	crminal,
		
#Unicorns,1	#Unicorns,1	12264,@USER
----------
88188,@USER	88188,@USER	dresses
[Being	[Being	canon,0
set	set	Oh
down	down	down
makes	makes	makes
her	her	her
realize	realize	realize
how	how	how
much	much	much
taller	taller	Kaycee
he	he	he
is.	is.	is.
Again.	Again.	Creepy
She	She	She
can't	can't	every
reach.]	reach.]	BRUTALITY
		
Kissss	Kissss	different?,0
her.,0	her.,0	run
----------
35503,"...if	35503,"...if	51635,@USER
you	you	you
want	want	want
more	more	more
shootings	shootings	shootings
and	and	and
more	more	more
death,	death,	Congress.
then	then	then
listen	listen	listen
to	to	to
the	the	the
ACLU,	ACLU,	33
Black	Black	Black
Lives	Lives	Lives
Matter,	Matter,	higher
or	or	or
Antifa.	Antifa.	Antifa.
If	If	If
you	you	you
want	want	want
public	public	public
safety,	safety,	beautiful!
then	then	then
listen	listen	listen
to	to	to
the	the	the
police	police	police
professionals	professionals	balls
who	who	who
have	have	have
been	been	been
studying	studying	successful?
this	this	this
for	for	for
35	35	35
years.""	years.""	THIS
-AG	-AG	owners
Jeff	Jeff	Jeff
Sessions	Sessions	Old
		
URL",0	URL",0	URL",0
----------
75125,//	75125,//	too,0
SO	SO	Things
WANT	WANT	WOMEN
TO	TO	TO
KICK	KICK	tolerance
TWITTERFUCK	TWITTERFUCK	Really?""",0
ASS.,1	ASS.,1	9.""",0
----------
49210,#MenfessWGLCA	49210,#MenfessWGLCA	find
To:	To:	whoopin’,1
@USER	@USER	@USER
You	You	You
are	are	are
the	the	the
dremiest	dremiest	showing.
dream	dream	heart
come	come	come
true	true	true
that	that	that
ever	ever	ever
was.	was.	campaign
From:	From:	whoopin’,1
Me,0	Me,0	Tired
----------
21354,"#FailedDemFeinstein	21354,"#FailedDemFeinstein	amazed
should	should	should
have	have	have
quit	quit	ideas
decades	decades	😊🙏🏼💜
ago.	ago.	ago.
She	She	She
is	is	is
a	a	a
disgrace.	disgrace.	pervert
		
Feinstein	Feinstein	opposition
blames	blames	Self
GOP	GOP	GOP
after	after	after
Kavanaugh	Kavanaugh	Kavanaugh
accuser	accuser	completely
stays	stays	stays
mum,	mum,	Social
admits	admits	Besides
'I	'I	Lmfaoo!
can't	can't	can't
say	say	say
everything's	everything's	tolerance
truthful'	truthful'	week,1
		
URL",1	URL",1	URL",1
----------
48965,#CheeringTheChutiyapa	48965,#CheeringTheChutiyapa	away.
just	just	just
because	because	because
she	she	she
is	is	is
a	a	a
woman.....LOL	woman.....LOL	mouths
URL,0	URL,0	URL,0
----------
88939,"@USER	88939,"@USER	Conservatives!,0
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
Really?	Really?	Really?
The	The	The
GOP	GOP	GOP
hasn't	hasn't	hasn't
even	even	even
seen	seen	seen
the	the	the
letter	letter	Garlands
yet.	yet.	#POTUS45
This	This	This
sham	sham	students.
is	is	is
as	as	as
subtle	subtle	serial
as	as	as
a	a	a
banana	banana	tolerance
on	on	on
a	a	a
pool	pool	deficits
table	table	ass!
and	and	and
you	you	you
won't,	won't,	See
cant,	cant,	pervert
see	see	see
it.	it.	it.
DiFi	DiFi	POLICE
throws	throws	Been
a	a	a
hail	hail	polling
Mary	Mary	blind.
@	@	THIS
the	the	the
13th	13th	leader
hour,	hour,	applauding
		
and	and	and
you	you	you
cry	cry	cry
foul.	foul.	Really?""",0
At	At	At
elast	elast	mastermind
Ford	Ford	Ford
won't	won't	won't
have	have	have
antifa	antifa	antifa
coming	coming	coming
to	to	to
burn	burn	burn
her	her	her
house	house	house
down.	down.	down.
Dems	Dems	Dems
are	are	are
going	going	going
down,	down,	#ChristineBlaseyFord
hard.",0	hard.",0	BEING
----------
22594,@USER	22594,@USER	bin
@USER	@USER	@USER
@USER	@USER	@USER
Fascism	Fascism	watch
was	was	was
also	also	also
against	against	against
liberals	liberals	liberals
as	as	as
is	is	is
Antifa	Antifa	Antifa
according	according	dump
to	to	to
your	your	your
meme.,1	meme.,1	represented
----------
45855,#RIPMacMiller	45855,#RIPMacMiller	luck
you	you	you
are	are	are
loved.	loved.	prison
💚	💚	cancelled,0
URL,0	URL,0	URL,0
----------
59159,#creagboy	59159,#creagboy	22197,@USER
running	running	running
around	around	around
McDonald's	McDonald's	country
urgently	urgently	done
telling	telling	telling
other	other	other
kids	kids	kids
that	that	that
he	he	he
is	is	is
NOT	NOT	NOT
from	from	from
the	the	the
future.,0	future.,0	App,0
----------
77395,#EnglishPashto	77395,#EnglishPashto	WEEK
Though	Though	mark
I'm	I'm	I'm
not	not	not
pakhtoon	pakhtoon	tolerance
		
English	English	stream
:	:	:
He	He	He
is	is	is
a	a	a
cute	cute	cute
kid	kid	46012,@USER
Pashto:	Pashto:	hoods
Da	Da	refugee
marra	marra	whistle.
khasta	khasta	become.
bacha	bacha	Can’t
dey,0	dey,0	crook
----------
90492,"#JPNA2	90492,"#JPNA2	Country
@USER	@USER	@USER
@USER	@USER	@USER
vasay,	vasay,	MASS
Ahmed	Ahmed	is!!!
butt,	butt,	44612,@USER
Sohail	Sohail	painful
sahab	sahab	equals
what	what	what
a	a	a
performance,	performance,	grief
loved	loved	loved
the	the	the
movie	movie	movie
to	to	to
the	the	the
core,	core,	students.
1st	1st	1st
#PMJG	#PMJG	reporting.,1
now	now	now
#JPNA2	#JPNA2	is!!!
Humayun	Humayun	Kavanaugh.
is	is	is
our	our	our
Shaan	Shaan	asinine.
now,	now,	blind.
Fahad	Fahad	told.
you	you	you
are	are	are
grace,	grace,	killer
class	class	class
pakistan	pakistan	POLICE
cinema	cinema	Build
in	in	in
safe	safe	safe
hands",0	hands",0	“conservatives”
----------
19410,@USER	19410,@USER	#TheGreatAwakening
fuck,1	fuck,1	fuck,1
----------
67211,".@USER	67211,".@USER	left
Why	Why	Why
keep	keep	keep
going	going	going
back	back	back
to	to	to
the	the	the
well	well	well
with	with	with
Charlottesville?	Charlottesville?	suddenly
		
You	You	You
realize	realize	realize
there	there	there
were	were	were
good	good	good
people	people	people
there	there	there
and	and	and
bad	bad	bad
people	people	people
there,	there,	@USER
on	on	on
both	both	both
sides.	sides.	LOOK
		
ANTIFA	ANTIFA	ANTIFA
caused	caused	caused
quite	quite	quite
a	a	a
bit	bit	bit
of	of	of
violence	violence	violence
and	and	and
damage	damage	shame
too.	too.	too.
		
There	There	There
were	were	were
people	people	people
there	there	there
just	just	just
watching,	watching,	#Jesus
people	people	people
there	there	there
against	against	against
statues	statues	hypocrisy
removed",0	removed",0	Melancholic""",0
----------
35940,#Cancers	35940,#Cancers	crook
'rising	'rising	41059,20
around	around	around
the	the	the
world'	world'	students.
URL	URL	URL
@USER	@USER	@USER
@USER,0	@USER,0	@USER,0
----------
33394,".	33394,".	apples
a	a	a
grown	grown	argument
ass	ass	ass
woman,	woman,	week,1
probably	probably	probably
10	10	10
years	years	years
older	older	demands:
than	than	than
me	me	me
is	is	is
currently	currently	help.
spreading	spreading	#VoteDemsOut
rumors	rumors	President
rather	rather	rather
than	than	than
talking	talking	talking
to	to	to
me	me	me
about	about	about
it,	it,	Pm
nice	nice	nice
work	work	work
you	you	you
got	got	got
there	there	there
satan	satan	win!,0
❤️",1	❤️",1	“conservatives”
----------
96543,@USER	96543,@USER	focus
Someone	Someone	Time
knows	knows	knows
how	how	how
to	to	to
dress!	dress!	students.
He	He	He
is	is	is
rocking	rocking	51592,@USER
those	those	those
shoes	shoes	collusion
as	as	as
well.,0	well.,0	well.,0
----------
45271,#Antifa	45271,#Antifa	Democrat....No
#Philly:	#Philly:	[as
Keystone	Keystone	grief
United	United	looking
Exposed	Exposed	asinine.
Part	Part	Yep.
2:	2:	hes
Robert	Robert	provide
and	and	and
Melissa	Melissa	Russian
Gaus	Gaus	late
URL,0	URL,0	URL,0
----------
56513,#Conservatives	56513,#Conservatives	POTUS
don’t	don’t	don’t
care	care	care
what	what	what
you	you	you
post..it’s	post..it’s	speaker
@USER	@USER	@USER
propaganda..	propaganda..	hollow
URL,1	URL,1	URL,1
----------
59691,#IDIOTS	59691,#IDIOTS	92791,@USER
Is	Is	Is
there	there	there
nothing	nothing	nothing
beneath	beneath	grind
them?	them?	them?
Lol.	Lol.	Again
What	What	What
fools	fools	76888,.@USER
Liberals	Liberals	Liberals
are!	are!	conspiracy
#MAGA	#MAGA	#MAGA
#KAG	#KAG	#KAG
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸	🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸	tolerance
URL,1	URL,1	URL,1
----------
34864,#SHE!🌿	34864,#SHE!🌿	60707,@USER
#MOSADI!🌿	#MOSADI!🌿	survive.If
#SHE	#SHE	12264,@USER
can	can	can
discern	discern	potential
her	her	her
season	season	wear
#SHE	#SHE	Really?""",0
is	is	is
a	a	a
wise	wise	women’s
builder	builder	old,1
#SHE	#SHE	59754,@USER
is	is	is
a	a	a
team	team	team
player	player	damn
#SHE	#SHE	tolerance
is	is	is
full	full	full
of	of	of
fire	fire	fire
and	and	and
full	full	full
of	of	of
the	the	the
Holy	Holy	ones
spirit	spirit	spirit
Thanks	Thanks	Thanks
to	to	to
@USER	@USER	@USER
and	and	and
Dr	Dr	yo
Chantal	Chantal	impossible
for	for	for
such	such	such
an	an	an
inspiring	inspiring	modern
event💎	event💎	Accused
Thank	Thank	Thank
you	you	you
@USER	@USER	@USER
💎	💎	😂..I
URL,0	URL,0	URL,0
----------
97956,@USER	97956,@USER	57039,@USER
#Impeach	#Impeach	fuckin
#Maxine	#Maxine	propose?,0
#Waters.	#Waters.	POLICE
The	The	The
tide	tide	Diamond
flows	flows	whistle.
both	both	both
ways.,0	ways.,0	bitch,1
----------
49164,#PiperThePup	49164,#PiperThePup	protect
sends	sends	conservatives?,0
her	her	her
love	love	love
to	to	to
everyone	everyone	everyone
who	who	who
might	might	might
be	be	be
affected	affected	greeting
by	by	by
the	the	the
unwelcome	unwelcome	didn't.
#HurricaneFlorence	#HurricaneFlorence	HAPPENS
this	this	this
week.	week.	week.
She	She	She
is	is	is
looking	looking	looking
forward	forward	forward
to	to	to
trying	trying	trying
some	some	some
@USER	@USER	@USER
(or	(or	version
at	at	at
least	least	least
the	the	the
crust)	crust)	denounce
when	when	when
she	she	she
gets	gets	gets
to	to	to
Delaware.	Delaware.	roaming
URL,0	URL,0	URL,0
----------
14273,#DISARMTHEM	14273,#DISARMTHEM	59754,@USER
		
#ANTIFA	#ANTIFA	#ANTIFA
		
		
GOOD	GOOD	GOOD
LUCK	LUCK	is!!!
SWEETHEARTS	SWEETHEARTS	Black
URL,0	URL,0	URL,0
----------
38323,"#AGJeffSessions:	38323,"#AGJeffSessions:	27599,@USER
“Listen	“Listen	whistle.
To	To	To
The	The	The
ACLU,	ACLU,	american
Antifa,	Antifa,	EVERY
Black	Black	Black
Lives	Lives	Lives
Matter’	Matter’	showing.
If	If	If
You	You	You
Want	Want	to:
More	More	More
Chicago	Chicago	Chicago
Shootings!!”	Shootings!!”	mouths
@USER	@USER	@USER
@USER	@USER	@USER
		
#2AShallNotBeInfringed	#2AShallNotBeInfringed	old,1
		
Thank	Thank	Thank
You	You	You
@USER	@USER	@USER
		
URL	URL	URL
via	via	via
@USER",0	@USER",0	@USER",0
----------
84848,2/	84848,2/	breathing
Did	Did	Did
all	all	all
the	the	the
Democrats	Democrats	Democrats
just	just	just
give	give	give
in	in	in
to	to	to
a	a	a
vocal	vocal	#MAGA2KAG
minority	minority	Country
and	and	and
become	become	become
Socialists?	Socialists?	36424,@USER
I	I	I
think	think	think
not.	not.	not.
I	I	I
think	think	think
most	most	most
are	are	are
in	in	in
shock	shock	cause
at	at	at
what	what	what
they	they	they
see	see	see
are	are	are
confused	confused	Doug
by	by	by
their	their	their
own	own	own
Party's	Party's	POLICE
Official	Official	my
rhetoric	rhetoric	property
that	that	that
is	is	is
at	at	at
odds	odds	Lmfaoo!
with	with	with
what	what	what
hey	hey	staying
see	see	see
and	and	and
experience.	experience.	spirit
The	The	The
Antifa	Antifa	Antifa
thugs	thugs	fucked
and	and	and
the	the	the
true	true	true
violence...,0	violence...,0	week,1
----------
41997,@USER	41997,@USER	Embarrassing!
The	The	The
kindest	kindest	unemployment
explanation	explanation	tolerance
is	is	is
that	that	that
he	he	he
is	is	is
tone-deaf.	tone-deaf.	60844,"@USER
		
It's	It's	behavior
hard	hard	Looks
to	to	to
feel	feel	feel
kind	kind	kind
when	when	when
he	he	he
and	and	and
his	his	his
ilk	ilk	beautiful!
do	do	do
this	this	this
repeatedly.,1	repeatedly.,1	Maximum
----------
56637,"#AmazonPets	56637,"#AmazonPets	biggest
Etta	Etta	sure.,0
can	can	can
be	be	be
tricky	tricky	political
to	to	to
photograph	photograph	impossible
because	because	because
of	of	of
her	her	her
colouring,	colouring,	noses
but	but	but
she	she	she
is	is	is
BEAUTIFUL	BEAUTIFUL	hurry
and	and	and
she	she	she
knows	knows	knows
it.	it.	it.
She	She	She
is	is	is
in	in	in
charge,	charge,	students.
has	has	has
first	first	first
dibs	dibs	tolerance
on	on	on
treats,	treats,	Scandals
and	and	and
will	will	will
shout	shout	dresses
for	for	for
our	our	our
attention	attention	attention
whenever	whenever	Country
she	she	she
comes	comes	don't
in	in	in
the	the	the
house.	house.	example
She	She	She
kills	kills	kills
wild	wild	wild
rabbits	rabbits	Plessy
but	but	but
hangs	hangs	blonde.
out	out	out
in	in	in
the	the	the
hutch	hutch	is!!!
with	with	with
ours.	ours.	cat
URL",1	URL",1	URL",1
----------
65514,#Germany:	65514,#Germany:	37697,@USER
What	What	What
happens	happens	happens
when	when	when
you	you	you
